Time,Heart Rate
00:00:01,47
00:00:04,47
00:00:07,47
00:00:09,48
00:00:12,48
00:00:15,48
00:00:18,48
00:00:21,48
00:00:24,48
00:00:27,48
00:00:30,48
00:00:33,48
00:00:36,48
00:00:39,48
00:00:42,48
00:00:43,48
00:00:46,48
00:00:49,48
00:00:52,48
00:00:53,47
00:00:56,47
00:00:59,47
00:01:02,47
00:01:05,47
00:01:08,47
00:01:11,47
00:01:12,47
00:01:14,47
00:01:16,46
00:01:19,46
00:01:21,45
00:01:24,44
00:01:25,45
00:01:28,45
00:01:31,45
00:01:32,46
00:01:35,46
00:01:37,47
00:01:40,47
00:01:43,47
00:01:44,48
00:01:47,48
00:01:48,48
00:01:51,48
00:01:54,48
00:01:57,48
00:02:00,48
00:02:03,49
00:02:06,49
00:02:09,48
00:02:12,48
00:02:15,48
00:02:16,47
00:02:19,47
00:02:22,47
00:02:23,48
00:02:26,48
00:02:27,47
00:02:29,46
00:02:31,45
00:02:34,45
00:02:37,45
00:02:40,46
00:02:43,47
00:02:46,47
00:02:47,48
00:02:50,48
00:02:52,47
00:02:55,47
00:02:56,48
00:02:59,48
00:03:02,48
00:03:05,47
00:03:08,47
00:03:11,47
00:03:13,48
00:03:16,48
00:03:17,49
00:03:20,49
00:03:21,48
00:03:24,48
00:03:27,48
00:03:30,48
00:03:33,48
00:03:34,47
00:03:37,47
00:03:39,48
00:03:42,48
00:03:45,48
00:03:48,48
00:03:51,48
00:03:54,48
00:03:56,49
00:03:59,49
00:04:02,49
00:04:05,49
00:04:06,49
00:04:08,48
00:04:11,48
00:04:14,48
00:04:17,48
00:04:20,48
00:04:23,48
00:04:26,48
00:04:29,48
00:04:32,48
00:04:35,48
00:04:38,48
00:04:41,48
00:04:44,48
00:04:47,48
00:04:50,48
00:04:51,47
00:04:54,47
00:04:56,48
00:04:59,48
00:05:02,48
00:05:04,49
00:05:07,49
00:05:10,49
00:05:13,49
00:05:14,48
00:05:17,48
00:05:18,48
00:05:21,48
00:05:23,49
00:05:26,49
00:05:29,48
00:05:32,47
00:05:35,47
00:05:37,46
00:05:40,47
00:05:43,48
00:05:46,48
00:05:49,48
00:05:52,48
00:05:55,48
00:05:56,47
00:05:59,47
00:06:02,47
00:06:05,47
00:06:08,48
00:06:11,48
00:06:14,48
00:06:16,49
00:06:18,50
00:06:20,50
00:06:22,49
00:06:25,48
00:06:26,47
00:06:27,46
00:06:30,46
00:06:33,46
00:06:36,46
00:06:38,47
00:06:41,47
00:06:44,47
00:06:47,47
00:06:50,47
00:06:53,47
00:06:56,47
00:06:58,48
00:07:01,48
00:07:03,47
00:07:06,46
00:07:09,46
00:07:10,45
00:07:13,45
00:07:16,45
00:07:19,45
00:07:20,46
00:07:23,46
00:07:26,47
00:07:29,47
00:07:32,48
00:07:35,48
00:07:38,48
00:07:39,48
00:07:42,48
00:07:45,48
00:07:48,48
00:07:51,48
00:07:54,48
00:07:57,48
00:08:00,48
00:08:01,48
00:08:02,48
00:08:05,47
00:08:07,46
00:08:10,46
00:08:13,47
00:08:16,48
00:08:19,48
00:08:22,48
00:08:23,47
00:08:25,46
00:08:28,46
00:08:31,46
00:08:32,45
00:08:35,45
00:08:38,45
00:08:41,46
00:08:44,46
00:08:47,47
00:08:48,47
00:08:51,47
00:08:54,46
00:08:57,46
00:08:58,47
00:09:01,47
00:09:04,47
00:09:05,48
00:09:08,48
00:09:11,48
00:09:14,48
00:09:15,47
00:09:18,47
00:09:19,48
00:09:22,48
00:09:25,48
00:09:28,48
00:09:31,48
00:09:34,47
00:09:37,47
00:09:40,47
00:09:43,47
00:09:46,47
00:09:47,48
00:09:50,48
00:09:53,48
00:09:56,48
00:09:57,48
00:10:00,48
00:10:03,48
00:10:06,48
00:10:09,48
00:10:12,48
00:10:15,47
00:10:18,47
00:10:21,47
00:10:22,46
00:10:23,47
00:10:26,48
00:10:29,48
00:10:32,48
00:10:35,48
00:10:38,48
00:10:41,48
00:10:44,48
00:10:47,48
00:10:50,49
00:10:53,49
00:10:55,48
00:10:58,48
00:11:01,48
00:11:04,48
00:11:07,48
00:11:08,49
00:11:09,49
00:11:12,49
00:11:15,49
00:11:17,48
00:11:20,48
00:11:23,48
00:11:26,48
00:11:27,49
00:11:30,49
00:11:33,48
00:11:36,48
00:11:37,49
00:11:40,49
00:11:41,50
00:11:42,49
00:11:43,50
00:11:46,50
00:11:49,49
00:11:52,48
00:11:55,48
00:11:58,48
00:12:01,48
00:12:04,48
00:12:05,49
00:12:08,49
00:12:11,49
00:12:12,48
00:12:13,48
00:12:14,48
00:12:17,48
00:12:18,48
00:12:20,48
00:12:21,48
00:12:22,48
00:12:23,49
00:12:25,50
00:12:26,50
00:12:29,49
00:12:30,48
00:12:31,47
00:12:34,47
00:12:37,47
00:12:40,47
00:12:43,47
00:12:46,47
00:12:47,48
00:12:50,48
00:12:52,49
00:12:55,49
00:12:58,49
00:13:01,49
00:13:04,49
00:13:07,49
00:13:10,49
00:13:11,49
00:13:14,49
00:13:17,49
00:13:20,48
00:13:23,48
00:13:24,47
00:13:27,48
00:13:30,48
00:13:33,48
00:13:34,49
00:13:37,49
00:13:40,50
00:13:41,49
00:13:44,49
00:13:47,49
00:13:50,50
00:13:53,50
00:13:56,50
00:13:59,49
00:14:01,48
00:14:04,48
00:14:07,48
00:14:10,48
00:14:13,48
00:14:14,49
00:14:17,49
00:14:20,49
00:14:21,48
00:14:24,48
00:14:27,48
00:14:30,49
00:14:32,49
00:15:26,48
00:15:29,48
00:15:32,48
00:15:35,48
00:15:37,49
00:15:40,49
00:15:43,49
00:15:46,49
00:15:49,49
00:15:50,50
00:15:53,50
00:15:54,49
00:15:57,49
00:15:58,48
00:16:01,47
00:16:04,47
00:16:07,47
00:16:10,47
00:16:11,48
00:16:13,48
00:16:14,49
00:16:17,49
00:16:20,49
00:16:23,49
00:16:26,49
00:16:29,50
00:16:32,50
00:16:33,50
00:16:34,51
00:16:37,51
00:16:40,51
00:16:43,51
00:16:46,50
00:16:49,50
00:16:51,49
00:16:54,49
00:16:57,49
00:17:00,49
00:17:03,49
00:17:04,48
00:17:07,48
00:17:10,48
00:17:12,47
00:17:13,48
00:17:16,48
00:17:19,48
00:17:20,49
00:17:23,49
00:17:26,49
00:17:29,49
00:17:32,50
00:17:35,50
00:17:36,50
00:17:37,49
00:17:38,49
00:17:40,48
00:17:43,48
00:17:46,49
00:17:49,49
00:17:52,49
00:17:55,49
00:17:58,48
00:18:01,48
00:18:04,48
00:18:07,48
00:18:09,49
00:18:12,50
00:18:15,50
00:18:18,50
00:18:20,49
00:18:23,48
00:18:26,48
00:18:29,48
00:18:31,49
00:18:34,49
00:18:37,49
00:18:40,49
